Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Product_Category,Product_Subcategory,Product_ID,Units_Sold, Unit_Price , Discount_Percentage , Total_Sales , COGS , Profit , Shipping_Cost ,Sales_Region,Customer_Satisfaction,Payment_Method,Repeat_Customer
O1575,29/07/2024,C680,51,Male,Clothing,Laptops,P1142,7, AED224.94 , AED0.16 ," AED1,322.65 "," AED1,076.07 ", AED246.58 , AED10.35 ,North America,4,PayPal,No
O1576,30/07/2024,C889,61,Male,Clothing,Vegetables,P3761,7, AED28.99 , AED0.22 , AED158.29 , AED99.70 , AED58.59 , AED7.44 ,North America,2,Cash,No
O1577,31/07/2024,C960,52,Male,Groceries,Smartphones,P4435,8, AED254.78 , AED0.19 ," AED1,650.97 "," AED1,301.73 ", AED349.24 , AED12.34 ,Europe,3,PayPal,No
O1578,01/08/2024,C346,69,Male,Electronics,T-shirts,P7622,7, AED384.74 , AED0.14 ," AED2,316.13 "," AED1,767.48 ", AED548.66 , AED16.91 ,Europe,3,Credit Card,No
O1579,02/08/2024,C175,39,Male,Groceries,Smartphones,P8069,5, AED140.12 , AED0.29 , AED497.43 , AED439.55 , AED57.88 , AED14.92 ,Europe,1,Cash,No
O1580,03/08/2024,C253,61,Female,Clothing,T-shirts,P5512,7, AED405.32 , AED0.20 ," AED2,269.79 "," AED1,980.25 ", AED289.54 , AED6.62 ,Europe,2,PayPal,No
O1581,04/08/2024,C755,41,Male,Clothing,Vegetables,P2848,3, AED133.39 , AED0.27 , AED292.12 , AED238.30 , AED53.82 , AED12.31 ,Asia,2,Credit Card,Yes
O1582,05/08/2024,C534,34,Male,Groceries,Laptops,P3696,5, AED413.64 , AED0.22 ," AED1,613.20 "," AED1,273.39 ", AED339.81 , AED15.46 ,North America,1,Cash,Yes
O1583,06/08/2024,C185,27,Male,Electronics,Fruits,P2717,7, AED51.78 , AED0.22 , AED282.72 , AED172.35 , AED110.37 , AED12.95 ,Asia,4,Cash,No
O1584,07/08/2024,C796,47,Male,Electronics,Vegetables,P4072,9, AED434.43 , AED0.02 ," AED3,831.67 "," AED3,212.42 ", AED619.25 , AED10.88 ,North America,1,PayPal,No
O1585,08/08/2024,C384,63,Male,Clothing,Smartphones,P3786,2, AED254.60 , AED0.11 , AED453.19 , AED304.09 , AED149.10 , AED14.33 ,North America,2,Credit Card,No
O1586,09/08/2024,C319,40,Male,Clothing,Fruits,P4791,4, AED155.30 , AED0.26 , AED459.69 , AED279.90 , AED179.79 , AED19.53 ,Asia,4,PayPal,Yes
O1587,10/08/2024,C168,49,Male,Electronics,Laptops,P4871,7, AED139.91 , AED0.07 , AED910.81 , AED595.37 , AED315.45 , AED6.42 ,Europe,3,Cash,No
O1588,11/08/2024,C146,34,Female,Groceries,Vegetables,P2806,1, AED221.69 , AED0.03 , AED215.04 , AED179.42 , AED35.62 , AED10.85 ,Asia,1,Cash,Yes
O1589,12/08/2024,C193,67,Female,Clothing,Fruits,P2504,2, AED499.53 , AED0.10 , AED899.15 , AED503.03 , AED396.12 , AED11.10 ,Asia,4,Cash,Yes
O1590,13/08/2024,C849,68,Male,Electronics,Vegetables,P4308,9, AED117.96 , AED0.07 , AED987.33 , AED673.81 , AED313.51 , AED13.65 ,North America,4,Cash,No
O1591,14/08/2024,C552,34,Female,Clothing,Vegetables,P8117,7, AED60.58 , AED0.28 , AED305.32 , AED212.79 , AED92.53 , AED7.28 ,North America,4,Credit Card,Yes
O1592,15/08/2024,C303,31,Female,Groceries,Laptops,P6048,7, AED296.67 , AED0.26 ," AED1,536.75 ", AED790.89 , AED745.86 , AED7.65 ,North America,1,Credit Card,No
O1593,16/08/2024,C317,26,Female,Electronics,T-shirts,P9263,6, AED249.39 , AED0.15 ," AED1,271.89 ", AED735.53 , AED536.36 , AED9.28 ,Europe,3,PayPal,Yes
O1594,17/08/2024,C573,57,Female,Clothing,Fruits,P2690,3, AED266.86 , AED0.02 , AED784.57 , AED651.74 , AED132.83 , AED19.34 ,Asia,4,PayPal,No
O1595,18/08/2024,C531,19,Male,Groceries,Laptops,P4303,3, AED336.80 , AED0.21 , AED798.22 , AED664.36 , AED133.86 , AED16.01 ,Asia,1,PayPal,No
O1596,19/08/2024,C440,62,Female,Clothing,Vegetables,P4113,2, AED140.90 , AED0.19 , AED228.26 , AED140.83 , AED87.43 , AED14.93 ,Europe,2,Cash,Yes
O1597,20/08/2024,C650,42,Female,Groceries,Laptops,P8850,6, AED456.23 , AED0.29 ," AED1,943.54 "," AED1,651.93 ", AED291.61 , AED17.25 ,Asia,1,PayPal,Yes
O1598,21/08/2024,C711,56,Female,Groceries,T-shirts,P7416,4, AED223.48 , AED0.17 , AED741.95 , AED600.03 , AED141.93 , AED6.91 ,Asia,1,Credit Card,Yes
O1599,22/08/2024,C388,26,Male,Electronics,Fruits,P2504,5, AED73.25 , AED0.10 , AED329.62 , AED219.91 , AED109.71 , AED17.89 ,North America,1,PayPal,No
O1600,23/08/2024,C353,39,Male,Groceries,T-shirts,P9924,3, AED373.73 , AED0.16 , AED941.80 , AED752.84 , AED188.96 , AED13.92 ,Europe,4,PayPal,Yes
O1601,24/08/2024,C833,60,Male,Clothing,Smartphones,P4924,6, AED325.12 , AED0.29 ," AED1,385.01 "," AED1,225.09 ", AED159.92 , AED10.03 ,North America,1,Credit Card,Yes
O1602,25/08/2024,C456,63,Male,Groceries,Fruits,P9615,3, AED164.71 , AED0.21 , AED390.36 , AED266.85 , AED123.52 , AED17.24 ,Europe,2,Credit Card,No
O1603,26/08/2024,C122,21,Male,Groceries,T-shirts,P5485,8, AED314.54 , AED0.20 ," AED2,013.06 "," AED1,198.51 ", AED814.54 , AED17.04 ,North America,4,Cash,No
O1604,27/08/2024,C861,43,Male,Electronics,Vegetables,P9100,9, AED117.73 , AED0.07 , AED985.40 , AED863.93 , AED121.47 , AED17.69 ,Asia,2,Credit Card,Yes
O1605,28/08/2024,C621,46,Male,Groceries,Fruits,P9684,4, AED227.97 , AED0.22 , AED711.27 , AED527.40 , AED183.86 , AED6.73 ,Europe,5,Credit Card,Yes
O1606,29/08/2024,C857,62,Female,Groceries,Fruits,P1191,9, AED450.71 , AED0.23 ," AED3,123.42 "," AED1,693.23 "," AED1,430.20 ", AED19.54 ,Europe,1,PayPal,Yes
O1607,30/08/2024,C936,51,Female,Clothing,Laptops,P9690,7, AED75.43 , AED0.10 , AED475.21 , AED346.46 , AED128.75 , AED19.39 ,North America,4,Credit Card,No
O1608,31/08/2024,C199,40,Female,Electronics,Vegetables,P5917,3, AED199.48 , AED0.15 , AED508.67 , AED356.19 , AED152.48 , AED10.36 ,Europe,4,Cash,No
O1609,01/09/2024,C901,54,Male,Electronics,Smartphones,P6831,7, AED412.36 , AED0.09 ," AED2,626.73 "," AED2,212.33 ", AED414.41 , AED5.99 ,Asia,1,PayPal,Yes
O1610,02/09/2024,C279,28,Male,Electronics,T-shirts,P5322,1, AED485.05 , AED0.08 , AED446.25 , AED317.85 , AED128.39 , AED7.51 ,Asia,3,Cash,No
O1611,03/09/2024,C322,23,Male,Groceries,Laptops,P7999,3, AED232.42 , AED0.01 , AED690.29 , AED415.62 , AED274.67 , AED19.89 ,Asia,3,Credit Card,Yes
O1612,04/09/2024,C861,35,Male,Electronics,T-shirts,P8282,6, AED258.43 , AED0.09 ," AED1,411.03 "," AED1,086.85 ", AED324.17 , AED13.45 ,North America,2,Cash,Yes
O1613,05/09/2024,C758,38,Male,Groceries,Smartphones,P2874,4, AED290.36 , AED0.17 , AED964.00 , AED691.21 , AED272.78 , AED10.35 ,Europe,1,Cash,No
O1614,06/09/2024,C541,59,Female,Groceries,Smartphones,P5763,7, AED466.85 , AED-   ," AED3,267.95 "," AED1,938.61 "," AED1,329.34 ", AED9.32 ,North America,1,Credit Card,Yes
O1615,07/09/2024,C707,53,Female,Clothing,Fruits,P9464,3, AED430.52 , AED0.08 ," AED1,188.24 ", AED866.76 , AED321.48 , AED8.85 ,Asia,5,Credit Card,Yes
O1616,08/09/2024,C868,58,Male,Clothing,Smartphones,P2051,1, AED93.59 , AED0.26 , AED69.26 , AED57.39 , AED11.87 , AED14.96 ,Europe,3,PayPal,No
O1617,09/09/2024,C424,55,Male,Clothing,T-shirts,P8538,9, AED224.01 , AED0.18 ," AED1,653.19 ", AED845.49 , AED807.70 , AED11.29 ,Asia,3,PayPal,Yes
O1618,10/09/2024,C615,51,Male,Clothing,Vegetables,P8411,6, AED237.36 , AED0.18 ," AED1,167.81 ", AED878.59 , AED289.22 , AED19.48 ,Europe,1,PayPal,Yes
O1619,11/09/2024,C115,34,Male,Clothing,Vegetables,P7320,8, AED396.66 , AED0.12 ," AED2,792.49 "," AED1,786.73 "," AED1,005.76 ", AED15.26 ,Europe,2,Credit Card,No
O1620,12/09/2024,C891,54,Female,Groceries,Fruits,P3105,3, AED305.42 , AED0.20 , AED733.01 , AED452.32 , AED280.69 , AED16.88 ,North America,1,Cash,Yes
O1621,13/09/2024,C435,42,Male,Groceries,T-shirts,P1307,8, AED330.57 , AED0.06 ," AED2,485.89 "," AED1,633.31 ", AED852.57 , AED9.39 ,Europe,2,Cash,Yes
O1622,14/09/2024,C858,55,Male,Electronics,T-shirts,P8737,2, AED499.12 , AED0.25 , AED748.68 , AED476.77 , AED271.91 , AED6.19 ,Asia,3,PayPal,No
O1623,15/09/2024,C357,29,Male,Groceries,Smartphones,P4359,4, AED46.73 , AED0.04 , AED179.44 , AED149.46 , AED29.99 , AED12.32 ,Europe,5,PayPal,No
O1624,16/09/2024,C596,40,Male,Groceries,T-shirts,P4176,3, AED119.27 , AED0.20 , AED286.25 , AED174.59 , AED111.66 , AED9.72 ,Asia,4,Credit Card,No
O1625,17/09/2024,C995,59,Female,Clothing,Laptops,P2251,1, AED209.87 , AED0.10 , AED188.88 , AED149.83 , AED39.05 , AED8.03 ,North America,3,Cash,Yes
O1626,18/09/2024,C259,39,Male,Groceries,Smartphones,P6366,7, AED180.41 , AED0.22 , AED985.04 , AED529.58 , AED455.46 , AED19.29 ,Asia,2,PayPal,No
O1627,19/09/2024,C574,38,Male,Clothing,Laptops,P2517,2, AED20.61 , AED0.16 , AED34.62 , AED30.49 , AED4.14 , AED11.66 ,Europe,1,Credit Card,Yes
O1628,20/09/2024,C951,44,Female,Electronics,Fruits,P7226,4, AED54.97 , AED0.14 , AED189.10 , AED141.62 , AED47.48 , AED7.62 ,Asia,3,PayPal,No
O1629,21/09/2024,C763,48,Female,Electronics,Vegetables,P6305,9, AED343.67 , AED0.05 ," AED2,938.38 "," AED2,299.83 ", AED638.55 , AED7.98 ,Asia,5,Credit Card,Yes
O1630,22/09/2024,C789,23,Female,Groceries,Fruits,P6869,6, AED440.87 , AED0.19 ," AED2,142.63 "," AED1,326.75 ", AED815.88 , AED9.21 ,Europe,2,Cash,Yes
O1631,23/09/2024,C774,44,Male,Electronics,Vegetables,P9039,8, AED261.97 , AED0.29 ," AED1,487.99 ", AED989.27 , AED498.72 , AED19.99 ,Asia,1,Credit Card,No
O1632,24/09/2024,C479,57,Male,Groceries,Fruits,P5891,2, AED274.20 , AED0.25 , AED411.30 , AED242.47 , AED168.83 , AED9.02 ,Europe,4,PayPal,Yes
O1633,25/09/2024,C644,51,Female,Electronics,T-shirts,P5992,7, AED135.00 , AED0.02 , AED926.10 , AED808.50 , AED117.60 , AED9.93 ,North America,2,PayPal,Yes
O1634,26/09/2024,C790,29,Female,Clothing,Laptops,P2961,6, AED386.26 , AED0.11 ," AED2,062.63 "," AED1,434.03 ", AED628.60 , AED14.89 ,Asia,1,Cash,No
O1635,27/09/2024,C526,62,Female,Clothing,Vegetables,P3863,9, AED378.38 , AED0.28 ," AED2,451.90 "," AED1,844.27 ", AED607.63 , AED9.41 ,North America,4,Cash,Yes
O1636,28/09/2024,C712,24,Female,Clothing,Smartphones,P7603,7, AED298.30 , AED0.15 ," AED1,774.88 "," AED1,408.74 ", AED366.14 , AED8.24 ,Asia,1,PayPal,Yes
O1637,29/09/2024,C367,27,Female,Clothing,Laptops,P5567,1, AED114.21 , AED0.20 , AED91.37 , AED59.25 , AED32.12 , AED7.38 ,Asia,4,PayPal,Yes
O1638,30/09/2024,C934,62,Female,Groceries,Smartphones,P7513,8, AED57.54 , AED0.27 , AED336.03 , AED264.81 , AED71.23 , AED9.69 ,North America,4,PayPal,No
O1639,01/10/2024,C676,34,Male,Electronics,Laptops,P5005,3, AED41.48 , AED0.26 , AED92.09 , AED70.94 , AED21.14 , AED6.59 ,Asia,4,Cash,No
O1640,02/10/2024,C516,43,Male,Groceries,Laptops,P1183,2, AED300.42 , AED0.15 , AED510.71 , AED399.51 , AED111.20 , AED5.28 ,Asia,1,PayPal,No
O1641,03/10/2024,C267,38,Male,Clothing,Fruits,P8755,3, AED414.27 , AED0.13 ," AED1,081.24 ", AED752.21 , AED329.03 , AED17.07 ,North America,4,Cash,No
O1642,04/10/2024,C941,45,Female,Groceries,Vegetables,P4358,6, AED430.58 , AED0.10 ," AED2,325.13 "," AED1,518.72 ", AED806.41 , AED7.07 ,Asia,2,PayPal,No
O1643,05/10/2024,C142,63,Female,Electronics,Vegetables,P7615,3, AED237.17 , AED0.22 , AED554.98 , AED326.79 , AED228.19 , AED16.64 ,Europe,5,Credit Card,No
O1644,06/10/2024,C655,19,Female,Groceries,Laptops,P7797,5, AED394.29 , AED0.09 ," AED1,794.02 "," AED1,488.77 ", AED305.25 , AED16.96 ,Asia,5,Credit Card,No
O1645,07/10/2024,C384,60,Female,Electronics,T-shirts,P9728,6, AED473.97 , AED0.07 ," AED2,644.75 "," AED1,965.95 ", AED678.80 , AED13.07 ,Asia,4,PayPal,No
O1646,08/10/2024,C496,18,Female,Groceries,T-shirts,P8678,8, AED144.83 , AED0.11 ," AED1,031.19 ", AED698.88 , AED332.31 , AED9.65 ,Asia,5,Credit Card,Yes
O1647,09/10/2024,C111,68,Female,Electronics,Smartphones,P6698,7, AED205.00 , AED0.05 ," AED1,363.25 "," AED1,196.39 ", AED166.86 , AED7.18 ,North America,5,Cash,Yes
O1648,10/10/2024,C706,53,Male,Electronics,Smartphones,P2273,8, AED466.42 , AED0.21 ," AED2,947.77 "," AED1,530.29 "," AED1,417.48 ", AED16.05 ,Europe,4,Credit Card,Yes
O1649,11/10/2024,C401,68,Male,Clothing,Fruits,P7653,3, AED175.73 , AED0.18 , AED432.30 , AED363.16 , AED69.14 , AED14.02 ,Europe,4,Credit Card,Yes
O1650,12/10/2024,C997,43,Female,Electronics,Laptops,P2096,4, AED457.80 , AED0.14 ," AED1,574.83 "," AED1,415.83 ", AED159.01 , AED14.83 ,Asia,2,Cash,No
O1651,13/10/2024,C352,46,Male,Clothing,Smartphones,P9002,6, AED490.71 , AED0.12 ," AED2,590.95 "," AED2,214.68 ", AED376.27 , AED5.13 ,North America,3,Credit Card,Yes
O1652,14/10/2024,C598,38,Female,Clothing,Smartphones,P5247,7, AED334.29 , AED0.27 ," AED1,708.22 "," AED1,407.87 ", AED300.35 , AED18.91 ,North America,1,Credit Card,Yes
O1653,15/10/2024,C853,28,Male,Clothing,Laptops,P6314,9, AED410.28 , AED0.01 ," AED3,655.59 "," AED2,375.12 "," AED1,280.47 ", AED5.99 ,Europe,4,PayPal,Yes
O1654,16/10/2024,C134,57,Female,Groceries,Fruits,P4354,1, AED377.28 , AED0.23 , AED290.51 , AED172.13 , AED118.37 , AED10.50 ,North America,4,Cash,Yes
O1655,17/10/2024,C826,28,Female,Groceries,Smartphones,P1270,8, AED352.77 , AED0.27 ," AED2,060.18 "," AED1,635.66 ", AED424.52 , AED11.04 ,Asia,5,Cash,Yes
O1656,18/10/2024,C948,53,Male,Groceries,Fruits,P2186,8, AED160.40 , AED0.13 ," AED1,116.38 ", AED694.20 , AED422.18 , AED5.02 ,Asia,2,PayPal,No
O1657,19/10/2024,C189,66,Male,Groceries,Vegetables,P7305,6, AED37.98 , AED0.17 , AED189.14 , AED107.89 , AED81.25 , AED12.46 ,North America,5,PayPal,No
O1658,20/10/2024,C875,56,Female,Electronics,Fruits,P3398,4, AED178.10 , AED0.28 , AED512.93 , AED417.84 , AED95.09 , AED16.29 ,Asia,4,Credit Card,Yes
O1659,21/10/2024,C704,57,Female,Electronics,T-shirts,P7995,3, AED336.80 , AED0.06 , AED949.78 , AED593.63 , AED356.15 , AED17.35 ,Europe,4,Credit Card,Yes
O1660,22/10/2024,C701,52,Male,Groceries,T-shirts,P8299,3, AED60.24 , AED0.16 , AED151.80 , AED131.43 , AED20.38 , AED18.19 ,Asia,5,Credit Card,Yes
O1661,23/10/2024,C517,51,Male,Electronics,Fruits,P5182,6, AED15.84 , AED0.14 , AED81.73 , AED68.35 , AED13.38 , AED12.32 ,North America,4,PayPal,Yes
O1662,24/10/2024,C214,64,Female,Electronics,T-shirts,P3230,8, AED78.45 , AED0.08 , AED577.39 , AED484.46 , AED92.93 , AED14.46 ,Europe,3,Cash,No
O1663,25/10/2024,C716,41,Male,Clothing,Vegetables,P7511,7, AED360.71 , AED0.25 ," AED1,893.73 "," AED1,531.32 ", AED362.41 , AED6.19 ,Asia,1,Credit Card,Yes
O1664,26/10/2024,C295,39,Female,Clothing,Laptops,P1128,1, AED486.67 , AED0.27 , AED355.27 , AED302.81 , AED52.45 , AED12.32 ,Europe,1,PayPal,No
O1665,27/10/2024,C925,22,Female,Clothing,T-shirts,P4672,6, AED491.70 , AED0.23 ," AED2,271.65 "," AED1,867.98 ", AED403.68 , AED7.32 ,North America,1,Cash,Yes
O1666,28/10/2024,C600,50,Female,Clothing,T-shirts,P5765,7, AED252.05 , AED0.06 ," AED1,658.49 "," AED1,228.95 ", AED429.54 , AED10.54 ,Asia,3,PayPal,No
O1667,29/10/2024,C725,53,Female,Electronics,Fruits,P4970,7, AED435.98 , AED0.03 ," AED2,960.30 "," AED1,830.44 "," AED1,129.86 ", AED9.94 ,Asia,4,Credit Card,No
O1668,30/10/2024,C592,64,Male,Groceries,Vegetables,P8545,9, AED371.04 , AED0.18 ," AED2,738.28 "," AED2,342.00 ", AED396.27 , AED11.35 ,Europe,5,PayPal,No
O1669,31/10/2024,C174,37,Male,Electronics,Laptops,P6552,5, AED255.51 , AED0.02 ," AED1,252.00 "," AED1,046.97 ", AED205.03 , AED13.57 ,Asia,2,PayPal,Yes
O1670,01/11/2024,C512,36,Male,Electronics,Fruits,P1627,1, AED290.65 , AED0.20 , AED232.52 , AED160.24 , AED72.28 , AED18.54 ,Asia,4,PayPal,Yes
O1671,02/11/2024,C475,52,Male,Electronics,Fruits,P7589,2, AED77.24 , AED0.16 , AED129.76 , AED66.91 , AED62.85 , AED10.92 ,Asia,3,PayPal,No
O1672,03/11/2024,C519,69,Male,Clothing,Vegetables,P3044,4, AED469.45 , AED0.20 ," AED1,502.24 "," AED1,134.82 ", AED367.42 , AED19.72 ,Asia,3,Cash,Yes
O1673,04/11/2024,C828,60,Male,Clothing,Laptops,P3341,5, AED182.45 , AED0.18 , AED748.04 , AED389.16 , AED358.88 , AED16.39 ,North America,1,Credit Card,Yes
O1674,05/11/2024,C376,34,Male,Clothing,Vegetables,P6884,9, AED228.61 , AED0.13 ," AED1,790.02 "," AED1,558.23 ", AED231.79 , AED12.67 ,Asia,4,Cash,No
O1675,06/11/2024,C860,62,Female,Groceries,Laptops,P9185,1, AED339.11 , AED0.06 , AED318.76 , AED281.99 , AED36.77 , AED14.66 ,Europe,1,PayPal,Yes
O1676,07/11/2024,C775,60,Male,Electronics,Vegetables,P1249,3, AED173.61 , AED0.09 , AED473.96 , AED272.90 , AED201.05 , AED6.53 ,North America,2,PayPal,No
O1677,08/11/2024,C493,51,Male,Groceries,Fruits,P3925,5, AED134.59 , AED0.16 , AED565.28 , AED435.58 , AED129.70 , AED17.67 ,Europe,1,Credit Card,Yes
O1678,09/11/2024,C968,26,Female,Clothing,Fruits,P6043,3, AED319.21 , AED0.20 , AED766.10 , AED411.33 , AED354.78 , AED13.74 ,Europe,2,Credit Card,Yes
O1679,10/11/2024,C556,43,Male,Groceries,Smartphones,P1974,4, AED22.24 , AED0.23 , AED68.50 , AED54.24 , AED14.26 , AED19.79 ,Europe,3,Cash,No
O1680,11/11/2024,C291,19,Male,Electronics,T-shirts,P8192,3, AED363.16 , AED0.23 , AED838.90 , AED535.99 , AED302.91 , AED14.55 ,North America,1,Cash,No
O1681,12/11/2024,C838,26,Female,Electronics,Vegetables,P3672,4, AED261.87 , AED0.29 , AED743.71 , AED574.46 , AED169.25 , AED17.51 ,North America,1,Credit Card,No
O1682,13/11/2024,C788,26,Male,Clothing,Smartphones,P8279,1, AED306.82 , AED0.09 , AED279.21 , AED181.25 , AED97.96 , AED17.00 ,North America,5,Cash,No
O1683,14/11/2024,C198,57,Male,Clothing,T-shirts,P8531,8, AED319.62 , AED0.02 ," AED2,505.82 "," AED1,398.82 "," AED1,107.00 ", AED10.18 ,Asia,3,PayPal,Yes
O1684,15/11/2024,C647,34,Male,Groceries,Vegetables,P9662,4, AED268.25 , AED0.10 , AED965.70 , AED639.72 , AED325.98 , AED8.89 ,Europe,5,PayPal,Yes
O1685,16/11/2024,C195,18,Female,Clothing,Laptops,P2987,7, AED295.44 , AED0.22 ," AED1,613.10 ", AED879.25 , AED733.85 , AED11.46 ,North America,2,Credit Card,Yes
O1686,17/11/2024,C763,42,Male,Clothing,T-shirts,P1090,2, AED345.06 , AED0.13 , AED600.40 , AED438.75 , AED161.66 , AED12.01 ,Europe,2,Cash,No
O1687,18/11/2024,C762,60,Male,Electronics,Fruits,P9721,2, AED379.03 , AED0.25 , AED568.54 , AED293.59 , AED274.96 , AED8.60 ,North America,3,PayPal,Yes
O1688,19/11/2024,C289,57,Female,Clothing,Smartphones,P5059,6, AED366.45 , AED0.16 ," AED1,846.91 "," AED1,313.02 ", AED533.89 , AED18.42 ,North America,2,Credit Card,Yes
O1689,20/11/2024,C835,59,Male,Clothing,T-shirts,P3773,2, AED436.11 , AED0.28 , AED628.00 , AED536.65 , AED91.34 , AED13.14 ,North America,3,Cash,Yes
O1690,21/11/2024,C136,42,Female,Electronics,T-shirts,P9383,6, AED102.83 , AED0.28 , AED444.23 , AED370.99 , AED73.23 , AED19.68 ,Europe,2,PayPal,No
O1691,22/11/2024,C879,56,Female,Electronics,Fruits,P8409,2, AED206.56 , AED0.02 , AED404.86 , AED345.39 , AED59.47 , AED17.15 ,Asia,4,Cash,No
O1692,23/11/2024,C468,52,Male,Groceries,Vegetables,P5440,4, AED474.42 , AED0.14 ," AED1,632.00 "," AED1,417.92 ", AED214.09 , AED13.34 ,North America,1,Cash,Yes
O1693,24/11/2024,C794,20,Female,Clothing,Laptops,P8347,7, AED204.33 , AED0.18 ," AED1,172.85 ", AED635.47 , AED537.39 , AED19.21 ,North America,4,Cash,Yes
O1694,25/11/2024,C624,67,Female,Electronics,Fruits,P2008,8, AED71.19 , AED0.08 , AED523.96 , AED288.96 , AED235.00 , AED12.57 ,North America,3,Credit Card,No
O1695,26/11/2024,C378,54,Male,Groceries,Laptops,P4783,3, AED267.47 , AED0.12 , AED706.12 , AED510.39 , AED195.73 , AED18.31 ,Asia,3,PayPal,No
O1696,27/11/2024,C316,61,Female,Groceries,Vegetables,P7646,9, AED63.65 , AED0.20 , AED458.28 , AED393.02 , AED65.26 , AED10.37 ,Europe,4,Credit Card,No
O1697,28/11/2024,C966,61,Female,Clothing,T-shirts,P5298,2, AED109.40 , AED0.07 , AED203.48 , AED181.05 , AED22.44 , AED10.68 ,Europe,1,PayPal,No
O1698,29/11/2024,C972,68,Male,Clothing,Laptops,P5668,8, AED499.18 , AED0.18 ," AED3,274.62 "," AED1,697.91 "," AED1,576.71 ", AED11.27 ,Europe,1,PayPal,Yes
O1699,30/11/2024,C897,47,Male,Groceries,Smartphones,P5287,8, AED275.27 , AED0.21 ," AED1,739.71 "," AED1,117.43 ", AED622.28 , AED13.20 ,Europe,5,Credit Card,No
O1700,01/12/2024,C372,55,Male,Electronics,Smartphones,P3052,4, AED149.19 , AED0.03 , AED578.86 , AED338.72 , AED240.13 , AED13.30 ,North America,2,Credit Card,Yes
O1701,02/12/2024,C980,51,Female,Groceries,Fruits,P7009,1, AED497.44 , AED0.15 , AED422.82 , AED339.27 , AED83.56 , AED12.45 ,Asia,5,PayPal,No
O1702,03/12/2024,C161,29,Male,Clothing,Vegetables,P2716,1, AED483.61 , AED0.08 , AED444.92 , AED336.39 , AED108.53 , AED9.59 ,North America,1,PayPal,Yes
O1703,04/12/2024,C695,36,Female,Electronics,Fruits,P1310,2, AED225.96 , AED0.22 , AED352.50 , AED193.15 , AED159.34 , AED18.91 ,Asia,4,PayPal,Yes
O1704,05/12/2024,C979,54,Female,Electronics,Fruits,P5538,9, AED137.60 , AED0.06 ," AED1,164.10 ", AED807.19 , AED356.90 , AED13.83 ,Europe,2,Cash,No
O1705,06/12/2024,C828,61,Female,Groceries,Fruits,P2260,2, AED420.82 , AED0.27 , AED614.40 , AED475.65 , AED138.75 , AED11.12 ,Asia,4,PayPal,Yes
O1706,07/12/2024,C441,66,Female,Clothing,Smartphones,P4932,2, AED360.65 , AED0.13 , AED627.53 , AED509.31 , AED118.23 , AED14.77 ,North America,5,Credit Card,Yes
O1707,08/12/2024,C496,34,Female,Groceries,Smartphones,P1584,6, AED346.60 , AED0.06 ," AED1,954.82 ", AED993.09 , AED961.73 , AED16.52 ,North America,3,Credit Card,Yes
O1708,09/12/2024,C798,27,Female,Groceries,Fruits,P8616,7, AED447.63 , AED0.13 ," AED2,726.07 "," AED2,334.03 ", AED392.04 , AED19.41 ,Europe,4,Credit Card,No
O1709,10/12/2024,C118,66,Female,Groceries,Smartphones,P9551,7, AED347.81 , AED0.12 ," AED2,142.51 "," AED1,559.13 ", AED583.38 , AED12.49 ,North America,5,PayPal,No
O1710,11/12/2024,C276,64,Male,Electronics,Vegetables,P3866,9, AED149.06 , AED0.13 ," AED1,167.14 ", AED962.61 , AED204.53 , AED6.68 ,North America,5,PayPal,No
O1711,12/12/2024,C711,29,Male,Electronics,Fruits,P6898,6, AED349.99 , AED0.18 ," AED1,721.95 "," AED1,417.47 ", AED304.48 , AED11.61 ,Asia,5,Cash,Yes
O1712,13/12/2024,C495,33,Female,Clothing,Smartphones,P3011,8, AED159.85 , AED0.16 ," AED1,074.19 ", AED618.67 , AED455.52 , AED12.18 ,North America,3,Cash,Yes
O1713,14/12/2024,C544,41,Female,Clothing,Laptops,P7251,6, AED382.03 , AED0.04 ," AED2,200.49 "," AED1,197.22 "," AED1,003.27 ", AED18.45 ,Europe,3,Credit Card,Yes
O1714,15/12/2024,C332,36,Male,Groceries,Fruits,P5939,2, AED313.68 , AED0.02 , AED614.81 , AED484.79 , AED130.02 , AED10.92 ,Europe,3,Cash,Yes
O1715,16/12/2024,C175,25,Female,Groceries,Fruits,P5006,1, AED47.93 , AED0.22 , AED37.39 , AED21.03 , AED16.35 , AED19.30 ,North America,2,Cash,No
O1716,17/12/2024,C364,48,Male,Groceries,Vegetables,P2625,5, AED261.29 , AED0.17 ," AED1,084.35 ", AED910.83 , AED173.52 , AED12.28 ,Europe,3,Credit Card,Yes
O1717,18/12/2024,C554,38,Male,Clothing,T-shirts,P1890,9, AED178.22 , AED0.11 ," AED1,427.54 "," AED1,128.44 ", AED299.10 , AED19.61 ,Asia,3,PayPal,Yes
O1718,19/12/2024,C895,34,Male,Electronics,T-shirts,P7078,8, AED171.00 , AED0.24 ," AED1,039.68 ", AED869.93 , AED169.75 , AED5.12 ,Asia,3,Cash,Yes
O1719,20/12/2024,C817,40,Female,Electronics,Vegetables,P8036,4, AED305.11 , AED0.12 ," AED1,073.99 ", AED665.45 , AED408.54 , AED18.48 ,North America,4,PayPal,No
